number;quantity;;;;;;;;;;;;;
77;3;;;;;;;;;;;;;
78;7;;;;;;;;;;;;;
79;7;;;;;;;;;;;;;
80;6;;;;;;;;;;;;;
81;5;;;;;;;;;;;;;
82;5;;;;;;;;;;;;;
83;4;;;;;;;;;;;;;
84;2;;;;;;;;;;;;;
85;3;;;;;;;;;;;;;
86;4;;;;;;;;;;;;;
87;3;;;;;;;;;;;;;
88;1;;;;;;;;;;;;;
89;2;;;;;;;;;;;;;
90;1;;;;;;;;;;;;;
91;2;;;;;;;;;;;;;
92;5;;;;;;;;;;;;;
93;1;;;;;;;;;;;;;
94;1;;;;;;;;;;;;;
95;1;;;;;;;;;;;;;
98;1;;;;;;;;;;;;;
99;1;;;;;;;;;;;;;
100;1;;;;;;;;;;;;;
101;2;;;;;;;;;;;;;
108;2;;;;;;;;;;;;;
109;1;;;;;;;;;;;;;
110;1;;;;;;;;;;;;;
114;1;;;;;;;;;;;;;
116;1;;;;;;;;;;;;;
;;;;;;;;;;;;;;
-127;1;;;;;;;;;;;;;
-113;1;;;;;;;;;;;;;
-105;1;;;;;;;;;;;;;
-103;1;;;;;;;;;;;;;
-100;4;;;;;;;;;;;;;
-99;1;;;;;;;;;;;;;
-96;1;;;;;;;;;;;;;
-95;1;;;;;;;;;;;;;
-94;1;;;;;;;;;;;;;
-93;4;;;;;;;;;;;;;
-92;1;;;;;;;;;;;;;
-90;1;;;;;;;;;;;;;
-89;2;;;;;;;;;;;;;
-88;3;;;;;;;;;;;;;
-87;1;;;;;;;;;;;;;
-86;2;;;;;;;;;;;;;
-85;5;;;;;;;;;;;;;
-84;3;;;;;;;;;;;;;
-83;7;;;;;;;;;;;;;
-82;3;;;;;;;;;;;;;
-81;7;;;;;;;;;;;;;
-80;1;;;;;;;;;;;;;
-79;6;;;;;;;;;;;;;
-78;11;;;;;;;;;;;;;
-77;11;;;;;;;;;;;;;
-76;8;;;;;;;;;;;;;
-75;14;;;;;;;;;;;;;
-74;6;;;;;;;;;;;;;
-73;8;;;;;;;;;;;;;
-72;16;;;;;;;;;;;;;
-71;16;;;;;;;;;;;;;
-70;19;;;;;;;;;;;;;
-69;23;;;;;;;;;;;;;
-68;21;;;;;;;;;;;;;
-67;23;;;;;;;;;;;;;
-66;27;;;;;;;;;;;;;
-65;29;;;;;;;;;;;;;
-64;36;;;;;;;;;;;;;
-63;31;;;;;;;;;;;;;
-62;43;;;;;;;;;;;;;
-61;46;;;;;;;;;;;;;
-60;38;;;;;;;;;;;;;
-59;55;;;;;;;;;;;;;
-58;53;;;;;;;;;;;;;
-57;65;;;;;;;;;;;;;
-56;62;;;;;;;;;;;;;
-55;74;;;;;;;;;;;;;
-54;81;;;;;;;;;;;;;
-53;85;;;;;;;;;;;;;
-52;104;;;;;;;;;;;;;
-51;115;;;;;;;;;;;;;
-50;96;;;;;;;;;;;;;
-49;104;;;;;;;;;;;;;
-48;160;;;;;;;;;;;;;
-47;142;;;;;;;;;;;;;
-46;166;;;;;;;;;;;;;
-45;203;;;;;;;;;;;;;
-44;201;;;;;;;;;;;;;
-43;192;;;;;;;;;;;;;
-42;215;;;;;;;;;;;;;
-41;277;;;;;;;;;;;;;
-40;303;;;;;;;;;;;;;
-39;287;;;;;;;;;;;;;
-38;311;;;;;;;;;;;;;
-37;345;;;;;;;;;;;;;
-36;392;;;;;;;;;;;;;
-35;408;;;;;;;;;;;;;
-34;453;;;;;;;;;;;;;
-33;513;;;;;;;;;;;;;
-32;527;;;;;;;;;;;;;
-31;567;;;;;;;;;;;;;
-30;641;;;;;;;;;;;;;
-29;697;;;;;;;;;;;;;
-28;745;;;;;;;;;;;;;
-27;748;;;;;;;;;;;;;
-26;860;;;;;;;;;;;;;
-25;996;;;;;;;;;;;;;
-24;1068;;;;;;;;;;;;;
-23;1101;;;;;;;;;;;;;
-22;1229;;;;;;;;;;;;;
-21;1447;;;;;;;;;;;;;
-20;1511;;;;;;;;;;;;;
-19;1563;;;;;;;;;;;;;
-18;1746;;;;;;;;;;;;;
-17;2100;;;;;;;;;;;;;
-16;2219;;;;;;;;;;;;;
-15;2202;;;;;;;;;;;;;
-14;2541;;;;;;;;;;;;;
-13;3056;;;;;;;;;;;;;
-12;3467;;;;;;;;;;;;;
-11;3441;;;;;;;;;;;;;
-10;3929;;;;;;;;;;;;;
-9;4900;;;;;;;;;;;;;
-8;5724;;;;;;;;;;;;;
-7;5705;;;;;;;;;;;;;
-6;6218;;;;;;;;;;;;;
-5;8578;;;;;;;;;;;;;
-4;11200;;;;;;;;;;;;;
-3;10667;;;;;;;;;;;;;
-2;10733;;;;;;;;;;;;;
-1;13767;;;;;;;;;;;;;
0;18809;;;;;;;;;;;;;
1;14140;;;;;;;;;;;;;
2;10492;;;;;;;;;;;;;
3;10404;;;;;;;;;;;;;
4;10988;;;;;;;;;;;;;
5;8497;;;;;;;;;;;;;
6;6253;;;;;;;;;;;;;
7;5647;;;;;;;;;;;;;
8;5716;;;;;;;;;;;;;
9;4718;;;;;;;;;;;;;
10;3713;;;;;;;;;;;;;
11;3452;;;;;;;;;;;;;
12;3405;;;;;;;;;;;;;
13;3100;;;;;;;;;;;;;
14;2477;;;;;;;;;;;;;
15;2247;;;;;;;;;;;;;
16;2129;;;;;;;;;;;;;
17;1998;;;;;;;;;;;;;
18;1647;;;;;;;;;;;;;
19;1453;;;;;;;;;;;;;
20;1506;;;;;;;;;;;;;
21;1363;;;;;;;;;;;;;
22;1219;;;;;;;;;;;;;
23;1066;;;;;;;;;;;;;
24;1033;;;;;;;;;;;;;
25;957;;;;;;;;;;;;;
26;831;;;;;;;;;;;;;
27;776;;;;;;;;;;;;;
28;755;;;;;;;;;;;;;
29;711;;;;;;;;;;;;;
30;620;;;;;;;;;;;;;
31;554;;;;;;;;;;;;;
32;526;;;;;;;;;;;;;
33;518;;;;;;;;;;;;;
34;449;;;;;;;;;;;;;
35;405;;;;;;;;;;;;;
36;381;;;;;;;;;;;;;
37;365;;;;;;;;;;;;;
38;330;;;;;;;;;;;;;
39;276;;;;;;;;;;;;;
40;248;;;;;;;;;;;;;
41;260;;;;;;;;;;;;;
42;248;;;;;;;;;;;;;
43;220;;;;;;;;;;;;;
44;172;;;;;;;;;;;;;
45;167;;;;;;;;;;;;;
46;174;;;;;;;;;;;;;
47;168;;;;;;;;;;;;;
48;133;;;;;;;;;;;;;
49;132;;;;;;;;;;;;;
50;121;;;;;;;;;;;;;
51;127;;;;;;;;;;;;;
52;96;;;;;;;;;;;;;
53;102;;;;;;;;;;;;;
54;101;;;;;;;;;;;;;
55;69;;;;;;;;;;;;;
56;81;;;;;;;;;;;;;
57;75;;;;;;;;;;;;;
58;68;;;;;;;;;;;;;
59;62;;;;;;;;;;;;;
60;52;;;;;;;;;;;;;
61;35;;;;;;;;;;;;;
62;38;;;;;;;;;;;;;
63;37;;;;;;;;;;;;;
64;25;;;;;;;;;;;;;
65;31;;;;;;;;;;;;;
66;27;;;;;;;;;;;;;
67;35;;;;;;;;;;;;;
68;18;;;;;;;;;;;;;
69;22;;;;;;;;;;;;;
70;27;;;;;;;;;;;;;
71;18;;;;;;;;;;;;;
72;12;;;;;;;;;;;;;
73;14;;;;;;;;;;;;;
74;13;;;;;;;;;;;;;
75;18;;;;;;;;;;;;;
76;11;;;;;;;;;;;;;
77;9;;;;;;;;;;;;;
78;11;;;;;;;;;;;;;
79;8;;;;;;;;;;;;;
80;3;;;;;;;;;;;;;
81;4;;;;;;;;;;;;;
82;6;;;;;;;;;;;;;
83;6;;;;;;;;;;;;;
84;3;;;;;;;;;;;;;
85;7;;;;;;;;;;;;;
86;4;;;;;;;;;;;;;
87;3;;;;;;;;;;;;;
88;3;;;;;;;;;;;;;
89;4;;;;;;;;;;;;;
90;3;;;;;;;;;;;;;
92;1;;;;;;;;;;;;;
93;3;;;;;;;;;;;;;
94;5;;;;;;;;;;;;;
96;2;;;;;;;;;;;;;
97;2;;;;;;;;;;;;;
98;1;;;;;;;;;;;;;
99;1;;;;;;;;;;;;;
100;1;;;;;;;;;;;;;
104;1;;;;;;;;;;;;;
105;2;;;;;;;;;;;;;
106;1;;;;;;;;;;;;;
112;1;;;;;;;;;;;;;
114;1;;;;;;;;;;;;;
116;1;;;;;;;;;;;;;
117;2;;;;;;;;;;;;;
;;;;;;;;;;;;;;
-188;1;;;;;;;;;;;;;
-118;1;;;;;;;;;;;;;
-117;1;;;;;;;;;;;;;
-115;2;;;;;;;;;;;;;
-113;2;;;;;;;;;;;;;
-111;1;;;;;;;;;;;;;
-109;1;;;;;;;;;;;;;
-106;1;;;;;;;;;;;;;
-105;2;;;;;;;;;;;;;
-104;1;;;;;;;;;;;;;
-101;1;;;;;;;;;;;;;
-99;1;;;;;;;;;;;;;
-97;3;;;;;;;;;;;;;
-96;2;;;;;;;;;;;;;
-95;1;;;;;;;;;;;;;
-94;2;;;;;;;;;;;;;
-93;4;;;;;;;;;;;;;
-92;3;;;;;;;;;;;;;
-91;2;;;;;;;;;;;;;
-90;5;;;;;;;;;;;;;
-89;1;;;;;;;;;;;;;
-87;6;;;;;;;;;;;;;
-86;7;;;;;;;;;;;;;
-85;4;;;;;;;;;;;;;
-84;11;;;;;;;;;;;;;
-83;4;;;;;;;;;;;;;
-82;3;;;;;;;;;;;;;
-81;7;;;;;;;;;;;;;
-80;12;;;;;;;;;;;;;
-79;6;;;;;;;;;;;;;
-78;6;;;;;;;;;;;;;
-77;8;;;;;;;;;;;;;
-76;17;;;;;;;;;;;;;
-75;6;;;;;;;;;;;;;
-74;9;;;;;;;;;;;;;
-73;6;;;;;;;;;;;;;
-72;15;;;;;;;;;;;;;
-71;6;;;;;;;;;;;;;
-70;8;;;;;;;;;;;;;
-69;11;;;;;;;;;;;;;
-68;10;;;;;;;;;;;;;
-67;18;;;;;;;;;;;;;
-66;18;;;;;;;;;;;;;
-65;17;;;;;;;;;;;;;
-64;17;;;;;;;;;;;;;
-63;19;;;;;;;;;;;;;
-62;18;;;;;;;;;;;;;
-61;28;;;;;;;;;;;;;
-60;26;;;;;;;;;;;;;
-59;25;;;;;;;;;;;;;
-58;26;;;;;;;;;;;;;
-57;41;;;;;;;;;;;;;
-56;28;;;;;;;;;;;;;
-55;34;;;;;;;;;;;;;
-54;37;;;;;;;;;;;;;
-53;34;;;;;;;;;;;;;
-52;36;;;;;;;;;;;;;
-51;64;;;;;;;;;;;;;
-50;47;;;;;;;;;;;;;
-49;44;;;;;;;;;;;;;
-48;74;;;;;;;;;;;;;
-47;57;;;;;;;;;;;;;
-46;56;;;;;;;;;;;;;
-45;81;;;;;;;;;;;;;
-44;78;;;;;;;;;;;;;
-43;75;;;;;;;;;;;;;
-42;109;;;;;;;;;;;;;
-41;104;;;;;;;;;;;;;
-40;102;;;;;;;;;;;;;
-39;130;;;;;;;;;;;;;
-38;91;;;;;;;;;;;;;
-37;116;;;;;;;;;;;;;
-36;153;;;;;;;;;;;;;
-35;144;;;;;;;;;;;;;
-34;164;;;;;;;;;;;;;
-33;231;;;;;;;;;;;;;
-32;205;;;;;;;;;;;;;
-31;200;;;;;;;;;;;;;
-30;293;;;;;;;;;;;;;
-29;280;;;;;;;;;;;;;
-28;274;;;;;;;;;;;;;
-27;341;;;;;;;;;;;;;
-26;305;;;;;;;;;;;;;
-25;361;;;;;;;;;;;;;
-24;464;;;;;;;;;;;;;
-23;446;;;;;;;;;;;;;
-22;454;;;;;;;;;;;;;
-21;618;;;;;;;;;;;;;
-20;609;;;;;;;;;;;;;
-19;682;;;;;;;;;;;;;
-18;887;;;;;;;;;;;;;
-17;845;;;;;;;;;;;;;
-16;961;;;;;;;;;;;;;
-15;1305;;;;;;;;;;;;;
-14;1209;;;;;;;;;;;;;
-13;1568;;;;;;;;;;;;;
-12;2367;;;;;;;;;;;;;
-11;2304;;;;;;;;;;;;;
-10;2732;;;;;;;;;;;;;
-9;4306;;;;;;;;;;;;;
-8;4451;;;;;;;;;;;;;
-7;5835;;;;;;;;;;;;;
-6;8921;;;;;;;;;;;;;
-5;9261;;;;;;;;;;;;;
-4;11196;;;;;;;;;;;;;
-3;16456;;;;;;;;;;;;;
-2;15807;;;;;;;;;;;;;
-1;17733;;;;;;;;;;;;;
0;24391;;;;;;;;;;;;;
1;18140;;;;;;;;;;;;;
2;16122;;;;;;;;;;;;;
3;16631;;;;;;;;;;;;;
4;11527;;;;;;;;;;;;;
5;9701;;;;;;;;;;;;;
6;9393;;;;;;;;;;;;;
7;6027;;;;;;;;;;;;;
8;4812;;;;;;;;;;;;;
9;4644;;;;;;;;;;;;;
10;2907;;;;;;;;;;;;;
11;2422;;;;;;;;;;;;;
12;2408;;;;;;;;;;;;;
13;1529;;;;;;;;;;;;;
14;1382;;;;;;;;;;;;;
15;1471;;;;;;;;;;;;;
16;989;;;;;;;;;;;;;
17;863;;;;;;;;;;;;;
18;958;;;;;;;;;;;;;
19;692;;;;;;;;;;;;;
20;605;;;;;;;;;;;;;
21;699;;;;;;;;;;;;;
22;491;;;;;;;;;;;;;
23;453;;;;;;;;;;;;;
24;498;;;;;;;;;;;;;
25;361;;;;;;;;;;;;;
26;355;;;;;;;;;;;;;
27;386;;;;;;;;;;;;;
28;279;;;;;;;;;;;;;
29;252;;;;;;;;;;;;;
30;304;;;;;;;;;;;;;
31;194;;;;;;;;;;;;;
32;213;;;;;;;;;;;;;
33;242;;;;;;;;;;;;;
34;180;;;;;;;;;;;;;
35;140;;;;;;;;;;;;;
36;181;;;;;;;;;;;;;
37;138;;;;;;;;;;;;;
38;136;;;;;;;;;;;;;
39;158;;;;;;;;;;;;;
40;123;;;;;;;;;;;;;
41;107;;;;;;;;;;;;;
42;123;;;;;;;;;;;;;
43;74;;;;;;;;;;;;;
44;89;;;;;;;;;;;;;
45;77;;;;;;;;;;;;;
46;66;;;;;;;;;;;;;
47;69;;;;;;;;;;;;;
48;65;;;;;;;;;;;;;
49;55;;;;;;;;;;;;;
50;38;;;;;;;;;;;;;
51;53;;;;;;;;;;;;;
52;41;;;;;;;;;;;;;
53;47;;;;;;;;;;;;;
54;48;;;;;;;;;;;;;
55;30;;;;;;;;;;;;;
56;45;;;;;;;;;;;;;
57;47;;;;;;;;;;;;;
58;23;;;;;;;;;;;;;
59;25;;;;;;;;;;;;;
60;38;;;;;;;;;;;;;
61;24;;;;;;;;;;;;;
62;21;;;;;;;;;;;;;
63;29;;;;;;;;;;;;;
64;24;;;;;;;;;;;;;
65;14;;;;;;;;;;;;;
66;26;;;;;;;;;;;;;
67;21;;;;;;;;;;;;;
68;22;;;;;;;;;;;;;
69;22;;;;;;;;;;;;;
70;6;;;;;;;;;;;;;
71;19;;;;;;;;;;;;;
72;9;;;;;;;;;;;;;
73;12;;;;;;;;;;;;;
74;11;;;;;;;;;;;;;
75;5;;;;;;;;;;;;;
76;12;;;;;;;;;;;;;
77;4;;;;;;;;;;;;;
78;6;;;;;;;;;;;;;
79;6;;;;;;;;;;;;;
80;6;;;;;;;;;;;;;
81;4;;;;;;;;;;;;;
82;3;;;;;;;;;;;;;
83;6;;;;;;;;;;;;;
84;3;;;;;;;;;;;;;
85;2;;;;;;;;;;;;;
86;1;;;;;;;;;;;;;
88;2;;;;;;;;;;;;;
90;2;;;;;;;;;;;;;
91;1;;;;;;;;;;;;;
92;1;;;;;;;;;;;;;
95;1;;;;;;;;;;;;;
96;2;;;;;;;;;;;;;
97;1;;;;;;;;;;;;;
101;3;;;;;;;;;;;;;
104;2;;;;;;;;;;;;;
106;1;;;;;;;;;;;;;
108;1;;;;;;;;;;;;;
109;2;;;;;;;;;;;;;
114;1;;;;;;;;;;;;;
116;1;;;;;;;;;;;;;
117;1;;;;;;;;;;;;;
119;1;;;;;;;;;;;;;
125;1;;;;;;;;;;;;;
126;1;;;;;;;;;;;;;
137;1;;;;;;;;;;;;;
170;1;;;;;;;;;;;;;
182;1;;;;;;;;;;;;;
;;;;;;;;;;;;;;
-48;1;;;;;;;;;;;;;
-47;1;;;;;;;;;;;;;
-46;3;;;;;;;;;;;;;
-43;2;;;;;;;;;;;;;
-42;1;;;;;;;;;;;;;
-41;1;;;;;;;;;;;;;
-39;1;;;;;;;;;;;;;
-38;1;;;;;;;;;;;;;
-37;2;;;;;;;;;;;;;
-36;3;;;;;;;;;;;;;
-35;4;;;;;;;;;;;;;
-34;1;;;;;;;;;;;;;
-33;4;;;;;;;;;;;;;
-32;3;;;;;;;;;;;;;
-31;4;;;;;;;;;;;;;
-30;5;;;;;;;;;;;;;
-29;5;;;;;;;;;;;;;
-28;8;;;;;;;;;;;;;
-27;8;;;;;;;;;;;;;
-26;7;;;;;;;;;;;;;
-25;12;;;;;;;;;;;;;
-24;13;;;;;;;;;;;;;
-23;11;;;;;;;;;;;;;
-22;21;;;;;;;;;;;;;
-21;27;;;;;;;;;;;;;
-20;25;;;;;;;;;;;;;
-19;33;;;;;;;;;;;;;
-18;57;;;;;;;;;;;;;
-17;71;;;;;;;;;;;;;
-16;86;;;;;;;;;;;;;
-15;118;;;;;;;;;;;;;
-14;181;;;;;;;;;;;;;
-13;305;;;;;;;;;;;;;
-12;400;;;;;;;;;;;;;
-11;586;;;;;;;;;;;;;
-10;829;;;;;;;;;;;;;
-9;1267;;;;;;;;;;;;;
-8;1806;;;;;;;;;;;;;
-7;2714;;;;;;;;;;;;;
-6;4033;;;;;;;;;;;;;
-5;5899;;;;;;;;;;;;;
-4;8995;;;;;;;;;;;;;
-3;14032;;;;;;;;;;;;;
-2;23805;;;;;;;;;;;;;
-1;40066;;;;;;;;;;;;;
0;51218;;;;;;;;;;;;;
1;40114;;;;;;;;;;;;;
2;23936;;;;;;;;;;;;;
3;13519;;;;;;;;;;;;;
4;8250;;;;;;;;;;;;;
5;5606;;;;;;;;;;;;;
6;3850;;;;;;;;;;;;;
7;2675;;;;;;;;;;;;;
8;1889;;;;;;;;;;;;;
9;1356;;;;;;;;;;;;;
10;854;;;;;;;;;;;;;
11;617;;;;;;;;;;;;;
12;425;;;;;;;;;;;;;
13;320;;;;;;;;;;;;;
14;241;;;;;;;;;;;;;
15;171;;;;;;;;;;;;;
16;121;;;;;;;;;;;;;
17;95;;;;;;;;;;;;;
18;81;;;;;;;;;;;;;
19;54;;;;;;;;;;;;;
20;46;;;;;;;;;;;;;
21;33;;;;;;;;;;;;;
22;32;;;;;;;;;;;;;
23;26;;;;;;;;;;;;;
24;29;;;;;;;;;;;;;
25;17;;;;;;;;;;;;;
26;12;;;;;;;;;;;;;
27;13;;;;;;;;;;;;;
28;8;;;;;;;;;;;;;
29;9;;;;;;;;;;;;;
30;12;;;;;;;;;;;;;
31;5;;;;;;;;;;;;;
32;8;;;;;;;;;;;;;
33;2;;;;;;;;;;;;;
34;3;;;;;;;;;;;;;
35;2;;;;;;;;;;;;;
36;8;;;;;;;;;;;;;
37;2;;;;;;;;;;;;;
38;1;;;;;;;;;;;;;
39;1;;;;;;;;;;;;;
41;1;;;;;;;;;;;;;
44;1;;;;;;;;;;;;;
53;1;;;;;;;;;;;;;
